Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.723417, F1 Score: [ 0.63993686  0.73762509] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.92135, F1 Score: [ 0.90121619  0.92322885] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.746174, F1 Score: [ 0.71581144  0.77074735] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.821934, F1 Score: [ 0.78047628  0.85160844] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.780686, F1 Score: [ 0.76344444  0.79318229] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.905665, F1 Score: [ 0.89172496  0.91941737] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.746307, F1 Score: [ 0.76978514  0.77666594] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.813838, F1 Score: [ 0.74654625  0.82030551] 
Params: Namespace(autoencoder='stacked', batch_size=100, beta=3, dropout=0.2, epochs=5, fraction=0.1, learning_rate=0.1, learning_rate_sparse=0.1, learning_rate_stacked=0.01, model_path='./model/model', noise='salt_and_pepper', plot=False, reg=1e-05, reg_stacked=0.1, report=True, restore=False, rho=0.05, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.734286, F1 Score: [ 0.69674362  0.7617237 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.769685, F1 Score: [ 0.7123301   0.75798415] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.77798, F1 Score: [ 0.75130183  0.78813768] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775363, F1 Score: [ 0.73236969  0.77590774] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.792485, F1 Score: [ 0.80319369  0.81586743] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.651156, F1 Score: [ 0.57741309  0.70529328] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.82926, F1 Score: [ 0.80385209  0.81284674] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.760813, F1 Score: [ 0.74654547  0.76307772] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=False, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.808854, F1 Score: [ 0.81662459  0.82237359] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.539901, F1 Score: [ 0.32949893  0.65261457] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.773145, F1 Score: [ 0.75626489  0.7876826 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.776738, F1 Score: [ 0.78999318  0.80013852] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775451, F1 Score: [ 0.77369801  0.79641021] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775363, F1 Score: [ 0.73855732  0.78085375] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.82061, F1 Score: [ 0.81800655  0.82184085] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.547221, F1 Score: [  3.11647838e-04   6.02151871e-01] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.788449, F1 Score: [ 0.78112072  0.80448476] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.774475, F1 Score: [ 0.75714353  0.78362622] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.786453, F1 Score: [ 0.74347055  0.77897518] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.727809, F1 Score: [ 0.69908582  0.74013144] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.850419, F1 Score: [ 0.87978705  0.87152427] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.796434, F1 Score: [ 0.78888939  0.79758439] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.733665, F1 Score: [ 0.69710479  0.74940218] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.567183, F1 Score: [ 0.70338182  0.71209406] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.816174, F1 Score: [ 0.81671561  0.8232321 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.840128, F1 Score: [ 0.8871936  0.8717414] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.782327, F1 Score: [ 0.76440188  0.79291519] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.830058, F1 Score: [ 0.80654926  0.81883   ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569268, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.830102, F1 Score: [ 0.78516329  0.8015531 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.795191, F1 Score: [ 0.83934097  0.81853391] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.794837, F1 Score: [ 0.80016568  0.8141108 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.807745, F1 Score: [ 0.73960252  0.7803402 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.659362, F1 Score: [ 0.58032733  0.71409927] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.822162, F1 Score: [ 0.88013262  0.86920223] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.546068, F1 Score: [ 0.35130854  0.65067395] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.739431, F1 Score: [ 0.71465893  0.75843709] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.704698, F1 Score: [ 0.73208397  0.67052423] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.858049, F1 Score: [ 0.76546586  0.7916911 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.73511853  0.13610586] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.759659, F1 Score: [ 0.71610271  0.75609253] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.875571, F1 Score: [ 0.89430078  0.88078157] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775274, F1 Score: [ 0.75784539  0.79067075] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.702879, F1 Score: [ 0.74029509  0.77471731] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.49776, F1 Score: [ 0.21088578  0.63161662] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.818037, F1 Score: [ 0.72808525  0.77603851] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.439161, F1 Score: [ 0.06368564  0.60889252] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.753538, F1 Score: [ 0.74723459  0.76363792] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.663488, F1 Score: [ 0.87233892  0.78712578] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.767777, F1 Score: [ 0.7954169   0.80962576] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.750033, F1 Score: [ 0.80760349  0.62190069] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.802378, F1 Score: [ 0.82319367  0.81378933] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.821541, F1 Score: [ 0.81280609  0.82078666] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.829215, F1 Score: [ 0.82311702  0.82762547] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.68746541  0.00260296] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.813068, F1 Score: [ 0.82106576  0.82263051] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775984, F1 Score: [ 0.7379845   0.77877771] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.830901, F1 Score: [ 0.81770668  0.82623576] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.569223, F1 Score: [ 0.12917208  0.61419793] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.783037, F1 Score: [ 0.76616776  0.78785059] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.611542, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.792308, F1 Score: [ 0.76518103  0.79442596] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.82753, F1 Score: [ 0.81334055  0.81960921] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.819101, F1 Score: [ 0.68680236  0.75477518] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.799272, F1 Score: [ 0.81742044  0.8246293 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.692321, F1 Score: [ 0.63782643  0.73728522] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.814222, F1 Score: [ 0.7519627   0.78341435] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.853347, F1 Score: [ 0.83922493  0.83384449] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.889056, F1 Score: [ 0.85385521  0.84857517] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.430732, F1 Score: [ 0.72552013  0.        ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.784856, F1 Score: [ 0.75045363  0.78354871] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.645744, F1 Score: [ 0.61647896  0.68746478] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.853657, F1 Score: [ 0.82796763  0.83253086] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.769862, F1 Score: [ 0.75734566  0.7845748 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.769463, F1 Score: [ 0.74140897  0.76417455] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.622987, F1 Score: [ 0.7089435   0.68146978] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.805616, F1 Score: [ 0.84224966  0.84146396] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.80016, F1 Score: [ 0.8141571   0.78440015] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.850375, F1 Score: [ 0.82451204  0.82689342] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.599876, F1 Score: [ 0.55377778  0.70346304] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.784589, F1 Score: [ 0.76244408  0.79262213] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.606086, F1 Score: [ 0.          0.60211453] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.756377, F1 Score: [ 0.83421008  0.81835084] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.837555, F1 Score: [ 0.85847095  0.83118525] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.775762, F1 Score: [ 0.73638578  0.7796058 ] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.433039, F1 Score: [ 0.00946177  0.60325547] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.758151, F1 Score: [ 0.68738979  0.75413084] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.849798, F1 Score: [ 0.80068052  0.80430769] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.762143, F1 Score: [ 0.78126319  0.80365335] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.599477, F1 Score: [ 0.57448339  0.63370341] 
Params: Namespace(batch_size=100, dropout=0.2, epochs=5, learning_rate=0.1, model_path='./model/model', plot=False, report=True, restore=False, save_scores=True, test=True, validation=10, weight_decay=0.1) --> Accuracy: 0.69862, F1 Score: [ 0.77639948  0.78369769] 
